1.472,2953.4
1.474,2954.5
1.476,2955.3
1.478,2955.9
1.48,2956.4
1.482,2956.9
1.484,2957.4
1.486,2957.9
1.488,2958.4
1.49,2958.9
1.492,2959.4
1.494,2959.8
1.496,2960.3
